 ra        dec       radius SpT   DM    PMra  PMdec    SPM    mem    memp   mem1
 46.90427  50.37024  3.3708 371   3.84  -2.20 -26.10   1.60   0.00   0.00   0.00
 46.93045  51.09053  3.6647 385   4.91 -11.70 -11.00   3.40   0.00   0.00   0.00
 46.94517  51.79968  4.0651 388   6.25   6.50 -15.70   3.50   0.00   0.00   0.00
 46.96458  51.49393  3.8686 388   3.98  14.50 -18.30   3.40   0.00   0.00   0.00
 46.98851  50.49731  3.3665 363   4.63   5.30 -28.00   1.90   0.00   0.00   0.00
 47.09275  50.96431  3.5129 389   6.37  36.80 -41.00   3.40   0.00   0.00   0.00
 47.18998  51.17953  3.5738 385   6.22  -2.90 -30.20   3.40   0.00   0.00   0.00
 47.26642  50.36585  3.1532 388   5.72  27.40  -2.20   3.40   0.00   0.00   0.00
 47.28424  50.30166  3.1195 387   5.17  15.90 -16.60   3.40   0.13   0.28   0.10
 47.29226  51.69803  3.8350 374   5.94  32.30 -52.70   3.30   0.00   0.00   0.00
 47.39121  51.83884  3.8827 376   6.15  10.20 -17.70   2.20   0.00   0.00   0.00
 47.46408  50.56352  3.1176 386   4.67  -4.70 -20.20   3.40   0.00   0.00   0.00
 47.57000  50.19590  2.9115 373   6.52  20.10 -20.50   3.40   0.04   0.16   0.04
 47.59337  50.27658  2.9262 364   6.49  14.30 -10.80   5.20   0.00   0.00   0.00
 47.60981  50.72948  3.1130 386   4.72  20.20  -2.90   3.40   0.00   0.00   0.00
 47.66409  51.46782  3.5098 372   6.18  -7.00 -19.50   3.40   0.00   0.00   0.00
 47.74111  51.30652  3.3699 385   5.21  47.60 -29.90   3.40   0.00   0.00   0.00
 47.76637  51.36997  3.3980 388   5.92  14.50  -5.80   3.50   0.00   0.00   0.00
 47.86454  50.55168  2.8856 381   6.16  -3.10 -21.30   3.40   0.00   0.00   0.00
 47.87280  50.01924  2.6700 386   5.61  -0.50 -15.20   3.40   0.00   0.00   0.00
 47.88407  51.83108  3.6600 386   6.60  52.10 -15.30   4.70   0.00   0.00   0.00
 47.90281  51.02214  3.1163 382   5.94  17.40  -3.00   3.40   0.00   0.00   0.00
 47.91329  51.41157  3.3557 385   5.72  28.40  -5.50   3.50   0.00   0.00   0.00
 47.91983  51.22317  3.2306 380   6.69   1.10 -19.60   3.40   0.00   0.00   0.00
 47.95885  51.31183  3.2687 390   6.09  18.90  -1.20   3.40   0.00   0.00   0.00
 47.96221  50.07282  2.6332 362   6.36  50.90 -39.70   3.30   0.00   0.00   0.00
 46.00556  53.59415  5.7308 384   6.11  29.50 -27.20   4.70   0.15   0.29   0.11
 46.01872  53.07875  5.3469 388   6.32   8.90 -23.10   3.50   0.00   0.00   0.00
 46.03882  52.53056  4.9618 381   6.60  30.80 -20.30   4.70   0.00   0.00   0.00
 46.07860  52.44899  4.8901 386   6.58  23.00  -9.40   4.70   0.00   0.00   0.00
 46.08554  53.45723  5.5965 389   6.30  14.80  -9.70   3.50   0.00   0.00   0.00
 46.11031  52.07435  4.6392 376   6.04  15.50 -12.40   2.90   0.00   0.00   0.00
 46.11548  53.54781  5.6531 374   5.43 -13.20  -9.50   3.50   0.00   0.00   0.00
 46.15356  52.74730  5.0565 378   6.51   1.70 -17.00   3.50   0.00   0.00   0.00
 46.17030  52.46328  4.8573 390   5.06  17.00 -18.20   3.50   0.04   0.08   0.03
 46.24897  53.96968  5.9311 384   6.59  20.00 -20.20   3.70   0.00   0.00   0.00
 46.26868  52.47796  4.8222 390   6.10  22.00  -1.80   3.50   0.00   0.00   0.00
 46.27901  53.65444  5.6725 388   6.14  23.50   7.70   3.60   0.00   0.00   0.00
 46.31981  52.91476  5.1030 385   6.60  30.80  -7.90   3.50   0.00   0.00   0.00
 46.35024  53.84100  5.7927 388   5.90  49.40 -28.80   4.80   0.00   0.00   0.00
 46.43692  53.41701  5.4296 383   5.73  20.00 -20.30   4.70   0.54   0.68   0.35
 46.43986  53.41831  5.4295 387   6.60  18.50  10.70   4.70   0.00   0.00   0.00
 46.45415  52.16062  4.5284 387   6.65  20.90  -0.70   3.50   0.00   0.00   0.00
 46.56287  53.20997  5.2229 388   5.84  27.80   9.70   4.70   0.00   0.00   0.00
 46.65891  53.20375  5.1809 386   6.57  18.50  -5.20   3.50   0.00   0.00   0.00
 46.67292  52.24628  4.4837 383   6.26   9.70 -13.70   3.50   0.00   0.00   0.00
 46.73279  52.99805  4.9958 373   6.16  13.20  -8.50   1.80   0.00   0.00   0.00
 46.76829  53.85513  5.6576 386   6.57  17.10   4.00   3.50   0.00   0.00   0.00
 46.77774  53.39480  5.2847 387   6.21  57.10 -15.80   3.50   0.00   0.00   0.00
 46.78872  52.48754  4.5991 388   4.80  20.80   5.90   3.50   0.00   0.00   0.00
 46.80595  53.04517  5.0029 386   4.07  11.00 -19.30   3.50   0.00   0.00   0.00
 46.94091  52.07190  4.2448 384   6.23  10.60 -15.10   3.50   0.00   0.00   0.00
 46.96198  53.49134  5.2953 375   6.57   7.30 -13.60   3.50   0.00   0.00   0.00
 46.96793  53.43874  5.2509 386   4.15  20.10   3.40   3.50   0.00   0.00   0.00
 47.01956  53.23116  5.0668 390   5.70  19.10   2.90   3.50   0.00   0.00   0.00
 47.04492  53.22205  5.0503 364   6.16  11.60 -12.20   3.50   0.00   0.00   0.00
 47.08839  52.86607  4.7563 388   6.22   7.20 -18.80   3.50   0.00   0.00   0.00
 47.10400  53.32331  5.1099 390   6.63  19.10  -4.80   3.50   0.00   0.00   0.00
 47.11898  52.47185  4.4483 375   6.69   9.80 -13.50   3.50   0.00   0.00   0.00
 47.14197  53.35682  5.1234 390   5.11  20.90  -0.50   3.50   0.00   0.00   0.00
 47.16562  53.01559  4.8430 385   6.01   9.00 -27.10   3.50   0.00   0.01   0.00
 47.16739  52.77059  4.6524 385   6.21   8.30 -25.50   3.50   0.00   0.00   0.00
 47.16972  53.54257  5.2653 387   6.10  -2.10 -42.70   3.50   0.00   0.00   0.00
 47.18362  53.09136  4.8960 371   6.49  33.80  -5.30   3.50   0.00   0.00   0.00
 47.22716  52.56802  4.4753 388   6.09   8.90 -21.80   3.50   0.00   0.00   0.00
 47.28073  53.24025  4.9804 364   6.68  23.90 -27.10   3.50   0.00   0.02   0.00
 47.28156  53.94711  5.5676 364   6.59   3.00 -17.80   3.60   0.00   0.00   0.00
 47.28844  53.21507  4.9573 385   6.65  11.80 -18.20   3.50   0.00   0.00   0.00
 47.31849  52.73056  4.5631 390   6.51  25.10 -33.70   3.50   0.01   0.05   0.01
 47.33407  52.80244  4.6129 362   6.51  48.40  -5.40   2.50   0.00   0.00   0.00
 47.35764  52.08071  4.0653 385   5.85   9.70 -16.50   3.50   0.00   0.00   0.00
 47.38606  52.44663  4.3203 382   6.51  15.30 -29.80   3.50   0.00   0.02   0.00
 47.39256  53.27496  4.9698 383   6.16  -1.50 -28.60   3.50   0.00   0.00   0.00
 47.40040  53.38533  5.0579 385   6.43  35.20 -51.70   3.60   0.00   0.00   0.00
 47.44188  53.85794  5.4423 382   6.55  17.30  -7.10   3.60   0.00   0.00   0.00
 47.46022  52.68017  4.4698 364   5.99  -2.20 -31.40   3.50   0.00   0.00   0.00
 47.46942  52.14870  4.0661 379   6.05  29.60 -36.40   3.50   0.13   0.36   0.11
 47.51394  52.47379  4.2899 378   4.95  20.80   1.50   3.50   0.00   0.00   0.00
 47.52669  52.19479  4.0757 377   6.61  11.80 -13.20   3.50   0.00   0.00   0.00
 47.53995  52.23702  4.1014 384   6.64  10.90 -21.30   3.50   0.00   0.00   0.00
 47.57650  53.74518  5.3047 384   6.41  22.60   7.40   3.60   0.00   0.00   0.00
 47.68065  52.67672  4.3845 379   6.61 -12.40 -10.50   3.50   0.00   0.00   0.00
 47.70135  53.19593  4.8004 375   6.58  11.70  -9.50   3.50   0.00   0.00   0.00
 47.80738  52.18174  3.9514 386   5.94  20.00  -1.80   3.50   0.00   0.00   0.00
 47.80910  52.27579  4.0224 368   6.61  17.30  -8.50   2.80   0.00   0.00   0.00
 47.92120  53.55688  5.0388 386   5.74   6.50 -22.00   3.50   0.00   0.00   0.00
 47.96116  53.86072  5.2934 389   5.02   7.10 -14.00   3.60   0.00   0.00   0.00
 47.96222  52.25189  3.9445 390   6.18  21.70 -10.60   3.50   0.00   0.00   0.00
 47.97506  53.30589  4.8061 387   6.29 -11.90 -14.00   3.50   0.00   0.00   0.00
 47.98318  52.35136  4.0144 382   5.83  17.20  -3.50   3.50   0.00   0.00   0.00
 48.13327  44.55004  5.1953 362   6.08  13.00 -12.60   3.70   0.00   0.00   0.00
 48.13677  44.32100  5.3990 384   6.33 -13.50 -12.70   3.70   0.00   0.00   0.00
 48.16451  45.39738  4.4462 377   5.91  20.70 -16.30   3.70   0.10   0.18   0.07
 48.16611  45.88747  4.0377 381   5.02   1.70 -22.80   3.40   0.00   0.00   0.00
 48.38646  45.78757  4.0337 381   4.91   6.90 -23.70   3.50   0.00   0.00   0.00
 48.46687  44.58224  5.0617 372   5.57  29.10 -25.00   2.00   2.94   3.00   1.77
 48.47842  44.91544  4.7584 373   4.97  16.40  -6.20   3.70   0.00   0.00   0.00
 48.60587  45.80167  3.9400 361   6.67  23.20  -3.70   3.40   0.00   0.00   0.00
 48.61502  45.05728  4.5883 367   5.42  10.40 -27.70   3.70   0.04   0.11   0.03
 48.66054  45.83325  3.8932 375   6.68  17.20  -7.20   3.50   0.00   0.00   0.00
 48.66669  44.21929  5.3368 390   6.62  26.20 -12.80   3.80   0.00   0.00   0.00
 48.66787  44.48067  5.0954 375   3.88 -11.30 -26.20   0.80   0.00   0.00   0.00
 48.71431  44.28966  5.2587 383   4.74  29.20 -29.20   3.30   0.20   0.41   0.15
 48.76407  45.23807  4.3796 375   5.45  11.60 -15.30   3.70   0.00   0.01   0.00
 48.99672  44.18404  5.2845 375   6.45  19.60 -14.10   3.60   0.00   0.00   0.00
 49.01476  45.71446  3.8753 374   5.26   4.00 -30.20   2.50   0.00   0.00   0.00
 49.14633  44.78941  4.6803 366   6.25  17.80  -7.30   2.50   0.00   0.00   0.00
 49.17369  44.68888  4.7672 374   6.09  -8.60 -19.90   3.70   0.00   0.00   0.00
 49.24180  44.24303  5.1709 362   4.50 -15.30 -21.40   3.70   0.00   0.00   0.00
 49.27798  45.48748  4.0001 361   5.98  10.30 -13.40   3.50   0.00   0.00   0.00
 49.30243  45.66118  3.8347 368   5.78  -0.30 -51.30   3.20   0.00   0.00   0.00
 49.46048  44.09022  5.2693 382   6.68  26.60 -21.30   3.70   0.00   0.00   0.00
 49.59565  44.79378  4.5688 364   6.40  14.10  -7.00   3.30   0.00   0.00   0.00
 49.62038  45.30156  4.0829 366   5.37   4.10 -17.20   3.60   0.00   0.00   0.00
 49.63538  44.60619  4.7392 368   5.72   0.00 -23.20   3.80   0.00   0.00   0.00
 49.70332  44.69418  4.6410 368   4.86   9.00 -13.30   3.90   0.00   0.00   0.00
 49.81771  45.18059  4.1524 379   6.49   6.60 -31.80   3.80   0.00   0.00   0.00
 49.83295  45.07667  4.2483 375   6.14   0.20 -48.10   3.70   0.00   0.00   0.00
 49.85460  44.36839  4.9255 383   4.62  55.00 -21.80   5.10   0.00   0.00   0.00
 49.88800  44.17453  5.1075 368   5.87  13.90 -27.80   3.10   0.17   0.27   0.12
 49.89624  45.26179  4.0583 366   4.82 -15.60 -16.40   3.80   0.00   0.00   0.00
 49.94576  45.95141  3.3944 390   6.07  -2.00 -24.90   3.50   0.00   0.00   0.00
 48.01730  47.18156  3.1552 364   6.63  13.70 -19.10   3.50   0.00   0.00   0.00
 48.05577  46.53542  3.5812 372   6.13  12.10 -14.10   3.50   0.00   0.00   0.00
 48.15361  46.44394  3.6049 373   6.00  12.80 -20.10   3.50   0.05   0.11   0.04
 48.26149  47.43168  2.8702 384   6.22  30.30 -51.60   3.50   0.00   0.00   0.00
 48.35105  47.43016  2.8232 382   6.67  19.10 -32.20   3.40   0.01   0.08   0.01
 48.42449  47.85943  2.5387 380   6.21  61.90 -26.30   3.40   0.00   0.00   0.00
 48.48876  46.31368  3.5615 389   6.58   8.80 -15.10   3.40   0.00   0.00   0.00
 48.50252  46.00852  3.8049 375   6.19  -2.00 -15.70   3.40   0.00   0.00   0.00
 48.54729  47.15482  2.9030 374   4.86  17.90 -28.10   3.40   7.15   6.09   3.95
 48.71092  46.54244  3.2867 363   5.41  32.00  12.40   3.40   0.00   0.00   0.00
 48.73021  46.12387  3.6214 387   6.02  -8.70 -14.10   3.40   0.00   0.00   0.00
 48.85473  47.52194  2.5017 387   6.41  -0.00 -46.00   3.40   0.00   0.00   0.00
 48.92208  46.56365  3.1834 380   6.32 -12.70 -17.60   3.30   0.00   0.00   0.00
 48.92432  47.63123  2.3954 372   6.26  20.20  -4.80   3.40   0.00   0.00   0.00
 48.98096  46.69504  3.0534 382   6.08  15.30  -5.70   3.10   0.00   0.00   0.00
 49.00131  47.10860  2.7224 380   4.92   1.60 -15.50   3.30   0.00   0.00   0.00
 49.00237  46.41515  3.2747 386   5.38  32.00 -32.70   3.30   3.23   4.87   2.33
 49.17347  46.88537  2.8220 372   6.50 -12.50 -11.40   3.40   0.00   0.00   0.00
 49.19423  47.25563  2.5254 368   6.10  13.80 -11.60   2.70   0.00   0.00   0.00
 49.24618  46.72328  2.9253 373   5.56   8.40 -31.80   3.40   0.03   0.17   0.03
 49.26332  46.19489  3.3703 361   6.30  11.30 -56.60   2.10   0.00   0.00   0.00
 49.31539  46.85375  2.7909 370   6.61  14.70 -30.20   3.30   0.01   0.04   0.01
 49.35952  47.76657  2.0846 381   4.99  17.40  -7.30   3.40   0.00   0.00   0.00
 49.43568  46.35601  3.1717 383   6.56  -2.40 -15.00   3.30   0.00   0.00   0.00
 49.45109  47.15657  2.4915 385   4.50  -4.50 -15.10   3.30   0.00   0.00   0.00
 49.63233  46.28227  3.1752 387   5.91  12.40 -17.50   3.50   0.02   0.08   0.02
 49.70263  47.82323  1.8771 368   6.64  17.50   7.60   3.20   0.00   0.00   0.00
 49.73835  47.43389  2.1528 381   6.54   7.60 -17.90   3.60   0.00   0.00   0.00
 49.75050  46.87394  2.6142 390   6.44  12.00 -14.00   3.50   0.00   0.00   0.00
 49.89943  47.65152  1.9148 385   5.55   5.70 -16.50   3.50   0.00   0.00   0.00
 49.91550  46.11379  3.2504 389   5.37   2.80 -14.80   3.50   0.00   0.00   0.00
 50.00531  46.88366  2.5225 367   5.43  20.00 -22.20   2.90  37.29   8.27   8.99
 47.99589  48.60767  2.5219 367   6.43  14.10  -6.60   3.10   0.00   0.00   0.00
 48.02293  48.74076  2.4775 386   5.84  -7.70 -23.30   3.40   0.00   0.00   0.00
 48.02903  49.25068  2.4353 389   4.24  18.60 -14.30   3.40   0.00   0.00   0.00
 48.12413  48.14996  2.5847 381   5.67   1.80 -15.90   3.50   0.00   0.00   0.00
 48.17364  48.88168  2.3581 367   6.66  11.50 -14.10   2.60   0.00   0.00   0.00
 48.20806  48.05099  2.5750 369   6.09  33.60 -19.60   3.60   0.16   0.47   0.13
 48.25775  48.55391  2.3671 373   5.64  43.70 -13.70   1.80   0.00   0.00   0.00
 48.31088  49.82687  2.3436 381   5.85  20.70 -15.50   3.40   1.06   1.68   0.77
 48.40767  48.91588  2.2013 383   6.69   3.30 -27.80   3.40   0.00   0.00   0.00
 48.43222  48.87893  2.1898 390   6.64   6.40 -31.00   3.40   0.00   0.00   0.00
 48.46987  48.50571  2.2455 386   6.41  -1.40 -15.70   3.40   0.00   0.00   0.00
 48.48689  48.59807  2.2092 370   6.67  16.50  10.90   3.40   0.00   0.00   0.00
 48.51007  49.39827  2.1326 382   5.91  -4.20 -22.10   3.00   0.00   0.00   0.00
 48.55517  49.07552  2.0922 388   6.61  33.70 -22.30   3.40   0.00   0.03   0.00
 48.68055  48.25727  2.2021 384   6.69  27.90 -37.00   3.40   0.00   0.02   0.00
 48.70649  48.32124  2.1607 388   6.28  14.40   6.40   3.40   0.00   0.00   0.00
 48.73403  49.42679  1.9914 388   6.38  13.30 -17.60   3.40   0.00   0.03   0.00
 48.77816  48.46125  2.0656 384   4.77  18.40   1.70   2.50   0.00   0.00   0.00
 48.82678  49.37134  1.9247 387   6.17  16.30   4.80   3.10   0.00   0.00   0.00
 48.84671  48.26322  2.0991 387   5.64  -1.10 -17.70   3.40   0.00   0.00   0.00
 48.94005  49.01121  1.8442 374   5.82  20.60 -29.60   3.40  69.49   6.35   8.23
 49.00644  48.43695  1.9325 381   5.04  15.80  -3.90   2.30   0.00   0.00   0.00
 49.01678  48.78160  1.8264 390   5.96  30.60   5.70   4.60   0.00   0.00   0.00
 49.09284  49.77276  1.8467 389   5.75   3.40 -19.90   3.40   0.00   0.00   0.00
 49.13040  49.31090  1.7217 381   5.63  25.70 -20.70   2.80  56.54   8.05  10.48
 49.13366  49.02234  1.7167 388   6.45  30.40   3.20   3.50   0.00   0.00   0.00
 49.15946  49.89709  1.8528 388   6.42  11.30 -11.00   3.40   0.00   0.00   0.00
 49.16620  49.37227  1.7054 383   5.66  23.60 -24.30   2.90  83.00   3.92   5.27
 49.17652  48.62915  1.7622 367   6.51   0.30 -36.20   3.40   0.00   0.00   0.00
 49.22322  48.53461  1.7633 374   5.90  24.90 -23.60   2.80  63.04   7.61   9.97
 49.23144  48.00157  2.0071 381   4.22  10.30 -15.40   3.60   0.00   0.00   0.00
 49.24446  49.39120  1.6576 385   5.37  28.40  10.10   3.40   0.00   0.00   0.00
 49.26791  48.85603  1.6500 388   6.56 -12.60  -8.60   3.40   0.00   0.00   0.00
 49.28146  49.97780  1.8167 384   5.66  19.30 -30.30   3.40  69.69   5.73   7.62
 49.33958  48.37164  1.7567 387   5.94  22.70 -27.30   3.40  70.17   7.76  10.63
 49.42110  48.02570  1.8898 369   6.18  38.00 -25.20   3.40   0.04   0.22   0.03
 49.48689  49.76773  1.6076 383   6.11   1.80 -22.70   3.40   0.00   0.00   0.00
 49.48849  49.40682  1.5034 387   6.69 -13.70 -24.30   3.40   0.00   0.00   0.00
 49.59120  49.56362  1.4748 385   6.39  -2.50 -19.10   3.40   0.00   0.00   0.00
 49.71026  48.26756  1.5935 374   5.41  30.90 -27.40   3.10  57.95  10.79  15.50
 49.73514  49.39851  1.3441 382   5.93  15.70   5.70   3.00   0.00   0.00   0.00
 49.74457  48.84510  1.3445 385   5.36  25.60 -23.70   1.80  84.35   3.52   5.13
 49.76871  49.65208  1.3951 382   6.69   6.50 -16.50   3.40   0.00   0.00   0.00
 49.79898  47.99728  1.7110 384   6.07  16.50 -24.60   2.20  13.39   7.61   6.57
 49.80036  49.13367  1.2759 390   3.84  14.80  -4.70   1.80   0.00   0.00   0.00
 49.98895  48.05192  1.5804 374   6.10   1.50 -15.50   3.00   0.00   0.00   0.00
 50.01420  49.83460  1.3351 386   6.34   5.70 -48.20   3.30   0.00   0.00   0.00
 48.02411  50.80432  2.9289 384   6.66  26.80  -0.30   3.40   0.00   0.00   0.00
 48.18402  51.35799  3.1947 363   5.95  12.10 -16.20   3.40   0.01   0.03   0.01
 48.28087  50.37409  2.5682 385   6.45 -13.50 -20.60   3.40   0.00   0.00   0.00
 48.31585  51.89788  3.5328 376   6.65  -4.30 -40.90   3.70   0.00   0.00   0.00
 48.34338  50.28618  2.4925 381   6.47  57.40 -17.60   2.50   0.00   0.00   0.00
 48.38121  51.95033  3.5482 388   5.60  37.90 -52.50   3.50   0.00   0.00   0.00
 48.43386  50.87887  2.7631 387   6.10  -9.00 -41.00   3.40   0.00   0.00   0.00
 48.43498  51.59083  3.2518 389   4.68  10.30 -16.70   3.50   0.00   0.00   0.00
 48.48508  50.67977  2.6179 373   5.98   3.30 -33.00   3.40   0.00   0.00   0.00
 48.50529  50.60511  2.5648 387   5.89  28.50 -20.40   3.40   8.68   6.19   4.68
 48.51359  51.75147  3.3421 386   3.91  -2.80 -21.30   3.50   0.00   0.00   0.00
 48.53887  51.16996  2.9041 368   5.89  -5.00 -18.70   3.50   0.00   0.00   0.00
 48.54227  50.47754  2.4755 362   5.59 -13.70 -10.00   2.50   0.00   0.00   0.00
 48.59105  50.65097  2.5465 387   5.87   0.50 -27.20   3.40   0.00   0.00   0.00
 48.60764  51.66555  3.2387 388   6.66   6.70 -24.00   3.50   0.00   0.00   0.00
 48.60834  50.06258  2.2438 382   4.60  -3.30 -26.30   3.40   0.00   0.00   0.00
 48.64720  50.77148  2.5908 389   6.17   2.30 -15.90   3.40   0.00   0.00   0.00
 48.66270  51.09646  2.7972 388   6.63  14.20 -26.30   3.50   0.00   0.03   0.00
 48.74197  50.17445  2.2146 389   5.96   8.40 -14.50   3.40   0.00   0.00   0.00
 48.77799  50.41071  2.3130 374   6.63   7.60 -13.00   3.40   0.00   0.00   0.00
 48.81954  50.83212  2.5458 388   6.31  37.50 -12.90   3.40   0.00   0.00   0.00
 48.90165  51.31843  2.8552 372   6.21  -3.20 -14.70   3.40   0.00   0.00   0.00
 48.90924  51.17945  2.7482 371   4.05 -13.40 -11.70   2.00   0.00   0.00   0.00
 48.93469  51.56857  3.0365 382   5.71   6.40 -14.20   3.50   0.00   0.00   0.00
 48.97293  50.24834  2.1215 390   4.14  -1.10 -20.70   3.40   0.00   0.00   0.00
 49.01488  51.19500  2.7155 388   6.43  -2.20 -20.30   3.40   0.00   0.00   0.00
 49.09179  51.50158  2.9242 389   6.65  16.10   8.00   3.50   0.00   0.00   0.00
 49.09258  51.13142  2.6356 379   4.96   0.90 -25.50   2.30   0.00   0.00   0.00
 49.11508  51.70748  3.0841 380   6.16  -6.60 -29.60   3.60   0.00   0.00   0.00
 49.18511  51.93046  3.2488 388   6.44  17.60   5.90   3.60   0.00   0.00   0.00
 49.23858  51.85822  3.1699 389   5.94  11.00 -13.40   3.60   0.00   0.00   0.00
 49.25729  50.13570  1.9074 385   5.94  17.40   4.80   3.40   0.00   0.00   0.00
 49.28886  50.33760  2.0032 378   5.25   9.80 -25.30   3.40   0.40   0.97   0.33
 49.32073  51.12737  2.5404 382   6.47  -5.70 -27.80   3.40   0.00   0.00   0.00
 49.44693  50.91674  2.3275 363   6.68  10.80 -16.90   3.40   0.00   0.00   0.00
 49.50342  51.60432  2.8677 387   6.11  15.40  -2.30   3.50   0.00   0.00   0.00
 49.58591  50.41971  1.9085 387   5.98  35.30 -11.60   3.40   0.00   0.01   0.00
 49.60131  51.93669  3.1301 390   5.86  20.90  10.50   4.60   0.00   0.00   0.00
 49.66623  51.72789  2.9261 387   6.52   5.30 -19.30   3.60   0.00   0.00   0.00
 49.67409  50.34307  1.8155 378   6.41  -0.00 -24.30   3.40   0.00   0.00   0.00
 49.74916  51.54527  2.7408 385   6.40  29.40  -5.90   3.50   0.00   0.00   0.00
 49.85450  51.95143  3.0768 379   5.97  16.70  -8.30   3.50   0.00   0.00   0.00
 49.88132  51.50485  2.6665 387   6.31   5.30 -26.90   3.50   0.00   0.00   0.00
 49.89703  51.46043  2.6226 378   4.77  -2.40 -17.70   3.50   0.00   0.00   0.00
 49.92939  51.21660  2.3989 390   6.60  -8.10 -19.40   3.40   0.00   0.00   0.00
 50.00049  51.26662  2.4211 380   3.90  40.90 -46.00   3.50   0.00   0.00   0.00
 50.00737  51.19999  2.3605 386   6.46  12.00 -12.90   4.70   0.00   0.00   0.00
 50.01339  51.95319  3.0404 366   6.03  22.20 -28.30   2.50  19.84  10.95   9.09
 47.96116  53.86072  5.2934 389   5.02   7.10 -14.00   3.60   0.00   0.00   0.00
 47.97506  53.30589  4.8061 387   6.29 -11.90 -14.00   3.50   0.00   0.00   0.00
 48.07743  53.92757  5.3212 376   6.03   6.30 -20.80   3.30   0.00   0.00   0.00
 48.07890  52.04248  3.7373 383   5.73  16.90 -11.90   3.50   0.00   0.02   0.00
